ImgID,Data_Logger,Name_Title,Creator,Publication_place,Publisher,Date_of_Publication,Decade,Country,Description,ProvID,Form_of_copy,Research_Trip,Material,Copyright_Owner,Copyright_Status,File_name,Picture_Format,Compression_type,Scan_Resolution,Colour_Space,BIT_Depth,cnts_abundance,cnts_agriculture,cnts_army,cnts_artisan_crafts,cnts_barbarism,cnts_border,cnts_civilization,cnts_classical_themes,cnts_climate,cnts_colonial_era,cnts_conquest,cnts_desert,cnts_empire,cnts_exhibitions,cnts_expeditions,cnts_fauna_and_flora,cnts_festivals,cnts_fossils,cnts_frontier,cnts_gendered_allegories,cnts_heroes,cnts_immigration,cnts_independence_era,cnts_industry,cnts_infrastructure,cnts_material_culture,cnts_mestizaje,cnts_navy,cnts_parks,cnts_popular_culture,cnts_prehistory,cnts_race,cnts_religion,cnts_rural,cnts_science,cnts_slavery,cnts_tropics,cnts_urban,cnts_warfare,cnts_work,dsc_anthropology,dsc_economy,dsc_education,dsc_fine_arts,dsc_folklore,dsc_geography,dsc_history,dsc_landscape,dsc_literature,dsc_medicine,dsc_natural_history,dsc_orientalism_exoticism,dsc_philology,dsc_progress,dsc_social_question,kycpt_body,kycpt_heritage,kycpt_monument,kycpt_nature,kycpt_relic,kycpt_space,kycpt_the_other,mad_architecture,mad_cartography,mad_exhibitions,mad_museums,mad_painting,mad_photography,mad_sculpture,mad_writing,cnts_indians,institution,cnts_arts,cnts_republic,dsc_other,kycpt_origin,mad_collecting,cnts_commodity,cnts_health_disease,cnts_leisure
394,J Andermann,Sala Nobre de Recepção,"Lacerda, João Baptista de",Rio de Janeiro,Imprensa Nacional,1905,1880s,Brazil,"Reception hall of the Museu Nacional, Rio de Janeiro, by the end of the nineteenth century, illustration taken from Lacerda's Fastos do Museu Nacional do Rio de Janeiro; Recordaões históricas e científicas fundadas em documentos authénticos e informões verídicas, Rio de Janeiro: Imprensa Nacional, 1905.",18.0,slide,JA RJ2000,museum display,Jens Andermann,"UK, Birkbeck",RJ04-12,jpg,progressive,3.0,greyscale,90.0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,academic,-1,0,0,0,0,0,0,0
395,J Andermann,Meteorito no riacho de Bendegó (Bahia),"Lacerda, João Baptista de",Rio de Janeiro,Imprensa Nacional,1905,1880s,Brazil,"The famous Bendegó meteorite previous to its removal to the Museu Nacional, Rio de Janeiro, in 1888. Illustration taken from Lacerda's Fastos do Museu Nacional do Rio de Janeiro; Recordaões históricas e científicas fundadas em documentos authénticos e informões verídicas, Rio de Janeiro: Imprensa Nacional, 1905.",18.0,slide,JA RJ2000,rock,Jens Andermann,"UK, Birkbeck",RJ04-14,jpg,progressive,3.0,greyscale,90.0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,academic,0,0,0,0,-1,0,0,0
396,J Andermann,"Museu Nacional, Quinta de Boa Vista","Lacerda, João Baptista de",Rio de Janeiro,Imprensa Nacional,1905,1880s,Brazil,"View of the Quinta de Boa Vista at São Cristóvão, the former Imperial Palace, where the Museum was relocated in 1889, following the proclamation of the republic and the emigration of D, Pedro II. Illustration taken from Lacerda's Fastos do Museu Nacional do Rio de Janeiro; Recordaões históricas e científicas fundadas em documentos authénticos e informões verídicas, Rio de Janeiro: Imprensa Nacional, 1905.",18.0,slide,JA RJ2000,building,Jens Andermann,"UK, Birkbeck",RJ04-16,jpg,progressive,3.0,greyscale,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
397,J Andermann,Prof. C. F. Hartt,"Lacerda, João Baptista de",Rio de Janeiro,Imprensa Nacional,1905,1880s,Brazil,"Portrait of Charles Ferdinand Hartt, US naturalist and anthropologist at the service of the Museu Nacional. Illustration taken from Lacerda's Fastos do Museu Nacional do Rio de Janeiro; Recordaões históricas e científicas fundadas em documentos authénticos e informões verídicas, Rio de Janeiro: Imprensa Nacional, 1905.",18.0,slide,JA RJ2000,book,Jens Andermann,"UK, Birkbeck",RJ04-15,jpg,progressive,3.0,greyscale,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,academic,0,0,0,0,0,0,0,0
398,J Andermann,Conselheiro Ladisláo Netto,"Netto, Ladislau",Rio de Janeiro,Imprensa Nacional,1905,1880s,Brazil,"Portrait of Ladislau Netto, director of the Museu Nacional from 1868 to 1893. Illustration taken from Lacerda's Fastos do Museu Nacional do Rio de Janeiro; Recordaões históricas e científicas fundadas em documentos authénticos e informões verídicas, Rio de Janeiro: Imprensa Nacional, 1905.",18.0,slide,JA RJ2000,book,Jens Andermann,"UK, Birkbeck",RJ04-18,jpg,progressive,3.0,greyscale,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,academic,0,0,0,0,-1,0,0,0
399,J Andermann,Dr. Fritz Mueller,"Lacerda, João Baptista de",Rio de Janeiro,Imprensa Nacional,1905,1880s,Brazil,"Portrait of Fritz Mueller, a German zoologist at the service at the Museu Nacional and, after its foundation in 1893, the Museu Pualista. Illustration taken from Lacerda's Fastos do Museu Nacional do Rio de Janeiro; Recordaões históricas e científicas fundadas em documentos authénticos e informões verídicas, Rio de Janeiro: Imprensa Nacional, 1905.",18.0,slide,JA RJ2000,book,Jens Andermann,"UK, Birkbeck",RJ04-17,jpg,progressive,3.0,greyscale,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,academic,0,0,0,0,-1,0,0,0
400,J Andermann,Conselheiro F. Freire Allemão,"Freire Allemão, F.",Rio de Janeiro,Imprensa Nacional,1905,1860s,Brazil,"Portrait of Freire Allemão, director of the Museu Nacional in the late 1850s and early 1860s and head of the 1859 Expedição Científica into the interior of Pará. Illustration taken from Lacerda's Fastos do Museu Nacional do Rio de Janeiro; Recordações históricas e científicas fundadas em documentos authénticos e informões verídicas, Rio de Janeiro: Imprensa Nacional, 1905.",18.0,slide,JA RJ2000,book,Jens Andermann,"UK, Birkbeck",RJ04-19,jpg,progressive,3.0,RGB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,academic,0,0,0,0,-1,0,0,0
401,J Andermann,Conselheiro Leopoldo Burlamaqui,"Burlamaque, Leopoldo",Rio de Janeiro,Imprensa Nacional,1905,1860s,Brazil,"Portrait of Leopoldo Burlamaqui, director of the Museu Nacional in the 1860s. Illustration taken from Lacerda's Fastos do Museu Nacional do Rio de Janeiro; Recordações históricas e científicas fundadas em documentos authénticos e informões verídicas, Rio de Janeiro: Imprensa Nacional, 1905.",18.0,slide,JA RJ2000,book,Jens Andermann,"UK, Birkbeck",RJ04-20,jpg,progressive,3.0,RGB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,academic,0,0,0,0,-1,0,0,0
402,J Andermann,Frei José da Costa Azevedo,"Lacerda, João Baptista de",Rio de Janeiro,Imprensa Nacional,1905,1860s,Brazil,"Portrait of José da Costa Azevedo, professor of philosophy at the Seminário de Olinda, later to become the first director of the then still Museu Real, after its foundation in 1818. Illustration taken from Lacerda's Fastos do Museu Nacional do Rio de Janeiro; Recordações históricas e científicas fundadas em documentos authenticos e informações verídicas, Rio de Janeiro: Imprensa Nacional, 1905.",18.0,slide,JA RJ2000,book,Jens Andermann,"UK, Birkbeck",RJ04-22,jpg,progressive,3.0,RGB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,academic,0,0,0,0,-1,0,0,0
403,J Andermann,"João Baptista de Lacerda, atual directo do Museu Nacional","Lacerda, João Baptista de",Rio de Janeiro,Imprensa Nacional,1905,1890s,Brazil,"Portrait of João Baptista de Lacerda, director of the Museu Nacional from 1893. An epidemiologist and anthropologist. Lacerda was also one of the foremost ideologues of racial doctrines of branqueamento in late 19th and early 20th century.  Illustration taken from Lacerda's Fastos do Museu Nacional do Rio de Janeiro; Recordações históricas e científicas fundadas em documentos authenticos e informações verídicas, Rio de Janeiro: Imprensa Nacional, 1905.",18.0,slide,JA RJ2000,book,Jens Andermann,"UK, Birkbeck",RJ04-21,jpg,progressive,3.0,RGB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,academic,0,0,0,0,-1,0,0,0
404,J Andermann,Fastos do Museu Nacional do Rio de Janeiro; Recordações históricas e científicas fundadas em documentos authénticos e informões verídicas,"Lacerda, João Baptista de",Rio de Janeiro,Imprensa Nacional,1905,1860s,Brazil,Cover page of volume,18.0,slide,JA RJ2000,book,Jens Andermann,"UK, Birkbeck",RJ04-25,jpg,progressive,3.0,RGB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0.0,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,academic,0,0,0,0,0,0,0,0
405,J Andermann,"Investigações históricas e científicas sobre o Museu Imperial e Nacional do Rio de Janeiro, acompanhadas de uma breve notícia de suas colecções  e pub","Netto, Ladislau",Rio de Janeiro,Instituto Philomático,1870,1870s,Brazil,Front page of volume,59.0,slide,JA RJ2000,book,Jens Andermann,"UK, Birkbeck",RJ04-27,jpg,progressive,3.0,RGB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0.0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
406,J Andermann,Museu Nacional,Koegel & Schwasicka,Rio de Janeiro,Instituto Philomático,1870,1870s,Brazil,"The Museu Nacional at its first location on Campo de Sant'Anna, today's Praça da República, at the centre of Rio. Illustration on back cover of Netto's Investigações históricas e científicas sobre o Museu Imperial e Nacional do Rio de Janeiro, acompanhadas de uma breve notícia de suas colecções  e publicadas por ordem do Ministério da Agricultura pelo Dr. Ladisláu Netto",59.0,slide,JA RJ2000,book,Jens Andermann,"UK, Birkbeck",RJ04-29,jpg,progressive,3.0,RGB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0.0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
407,J Andermann,"Museu Nacional, Quinta de Boa Vista",,Rio de Janeiro,,2000,after 1910,Brazil,The Museu Nacional at Quinta de Boa Vista today,1.0,slide,JA RJ2000,building,Jens Andermann,"UK, Birkbeck",RJ04-34,jpg,progressive,3.0,RGB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0.0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
408,J Andermann,"Museu Nacional, Quinta de Boa Vista",,Rio de Janeiro,,2000,after 1910,Brazil,"The Museu Nacional at Quinta de Boa Vista today. In foreground the statue of D Pedro II, erected during the first government of Getúlio Vargas.",1.0,slide,JA RJ2000,building,Jens Andermann,"UK, Birkbeck",RJ04-35,jpg,progressive,3.0,RGB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0.0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
409,PA Schell,Lautaro convocando a la guerra al pueblo,"Lara, Horacio",Santiago de Chile,"Impr. de ""El Progreso""",1889,1880s,Chile,"Illustration of legendary battle cry, taken from  _Cronica de la Araucania; descubrimiento i conquista, pacificacion definitiva i campaña de Villa-Rica (leyenda heroica de tres siglos) _",20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-1,jpg,progressive,3.0,RGB,300.0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,academic,0,0,0,0,0,0,0,0
410,PA Schell,Lautaro convocando a la guerra al pueblo,"Lara, Horacio",Santiago de Chile,"Impr. de ""El Progreso""",1889,1880s,Chile,"Close-up Illustration of legendary battle cry, taken from  _Cronica de la Araucania; descubrimiento i conquista, pacificacion definitiva i campaña de Villa-Rica (leyenda heroica de tres siglos) _",20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-1a,jpg,progressive,3.0,RGB,300.0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,academic,0,0,0,0,0,0,0,0
411,PA Schell,Pirámide construída en el litoral para demarcar el paralelo del grado 25,"Greve, Ernesto",,,1946,unknown,Chile,"Depiction of a means of demarking territory between Chile and Argentina. This photograph was taken from 'Don Amado Pissis y sus trabajos geográficos y geológicos en Chile' _Revista Chilena de historia y geografia_107 (Jan-June 1946), 71-170",20.0,colour slide,PAS 4-00,journal,"UK, Birkbeck",unknown,UCB14-10,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,academic,0,0,0,0,0,0,0,0
412,PA Schell,Don Amado Pissis,"Greve, Ernesto",,,1946,unknown,Chile,"This photograph was taken from 'Don Amado Pissis y sus trabajos geográficos y geológicos en Chile' _Revista Chilena de historia y geografia_107 (Jan-June 1946), 71-170",20.0,colour slide,PAS 4-00,journal,"UK, Birkbeck",unknown,UCB14-11,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,academic,0,0,0,0,0,0,0,0
413,PA Schell,"Chilean Navy, Armored Cruiser ""O'Higgins""","O'Higgins, Bernardo",Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from 'Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits'.,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-14,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,academic,0,0,0,0,0,0,0,0
414,PA Schell,Copiapo Locomotive,,Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,"The locomotive was the first exported by the United States and the first to run on the Southern Hemisphere, Copiapo Railroad 1850. This photograph was taken from 'Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits'",20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-15,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,academic,0,0,0,0,0,0,0,0
415,PA Schell,"Valparaíso, los diques",,Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from _Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-17,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,academic,0,0,0,0,0,0,0,0
416,PA Schell,"Santiago, Congreso Nacional",,Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from _Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-18,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,academic,0,0,0,0,0,0,0,0
417,PA Schell,"Santiago, Museo Nacional",,Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from _Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-19,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0.0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,academic,0,0,0,0,0,0,0,0
418,PA Schell,"Santiago, Plaza de Armas",,Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from _Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-20,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,academic,0,0,0,0,0,0,0,0
419,PA Schell,"Santiago, Cerro de Santa Lucia",,Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from _Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-21,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,academic,0,0,0,0,0,0,0,0
420,PA Schell,Locomotive made in the State Railroad workshops,,Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from _Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-22,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,academic,0,0,0,0,0,0,0,0
421,PA Schell,Fine Arts Exhibit,,Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from _Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-24,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,academic,-1,0,0,0,0,0,0,-1
422,PA Schell,Lautaro refiere a Guacolda sus sueños la vispera de Chilipirco,"Lara, Horacio",Santiago de Chile,"Impr. de ""El Progreso""",1889,1880s,Chile,"The lovers talk before Lautaro leaves for battle. Guacolda has a premonition he will die. Taken from  _Cronica de la Araucania; descubrimiento i conquista, pacificacion definitiva i campaña de Villa-Rica (leyenda heroica de tres siglos) _",20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-3,jpg,progressive,3.0,RGB,300.0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,academic,0,0,0,-1,0,0,0,0
423,PA Schell,Mountain Scene,"Jarpa, Onofre",Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from _Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-34a,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0.0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,-1,0,0,0,academic,-1,0,0,0,0,0,0,0
424,PA Schell,Spring,"Valenzuela Llanos, Alberto",Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from _Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB14-34,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0.0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,0,0,academic,-1,0,0,0,0,0,0,0
426,PA Schell,Portrait,"Mira, Magdalena",Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from _Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB15-1c,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,academic,0,0,0,0,0,0,0,0
427,PA Schell,The Potato Harvest,"Jofre, Pedro",Buffalo,Comision para la Exposition Pan-Americana,1901,1900s,Chile,This photograph was taken from _Chile at the Pan-American exposition; brief notes on Chile & general catalogue of Chile exhibits_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck","UK, Birkbeck",UCB15-1a,jpg,progressive,3.0,RGB,300.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,academic,0,0,0,0,0,0,0,0
428,PA Schell,Indians on the Island of Chiloe,"Anderson Smith, W.",London,,1899,1890s,Chile,This image of indigenous people is the only photograph in the volume. Taken from _Temperate Chile: A Progressive Spain_,20.0,colour slide,PAS 4-00,book,"UK, Birkbeck",unknown,UCB15-11a,jpg,progressive,3.0,RGB,300.0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,academic,0,0,0,0,0,0,0,0
